gutenberg_id,text
1514,Do I entice you? Do I speak you fair?
1514,"Or, rather, do I not in plainest truth"
1514,"Tell you I do not, nor I cannot love you?"
1514,
1514,HELENA
1514,And even for that do I love you the more.
1514,"I am your spaniel; and, Demetrius,"
1514,"The more you beat me, I will fawn on you:"
1514,"Use me but as your spaniel, spurn me, strike me,"
1514,"Neglect me, lose me; only give me leave,"
1514,"Unworthy as I am, to follow you."
1514,"What worser place can I beg in your love,"
1514,"And yet a place of high respect with me,--"
1514,Than to be used as you use your dog?
1514,
1514,DEMETRIUS
1514,Tempt not too much the hatred of my spirit;
1514,For I am sick when I do look on thee.
1514,
1514,HELENA
1514,And I am sick when I look not on you.
1514,
1514,DEMETRIUS
1514,"You do impeach your modesty too much,"
1514,"To leave the city, and commit yourself"
1514,Into the hands of one that loves you not;
1514,"To trust the opportunity of night,"
1514,"And the ill counsel of a desert place,"
1514,With the rich worth of your virginity.
1514,
1514,HELENA
1514,Your virtue is my privilege for that.
1514,"It is not night when I do see your face,"
1514,Therefore I think I am not in the night;
1514,Nor doth this wood lack worlds of company;
1514,"For you, in my respect, are all the world:"
1514,Then how can it be said I am alone
1514,When all the world is here to look on me?
1514,
1514,DEMETRIUS
1514,"I'll run from thee, and hide me in the brakes,"
1514,And leave thee to the mercy of wild beasts.
1514,
1514,HELENA
1514,The wildest hath not such a heart as you.
1514,"Run when you will, the story shall be chang'd;"
1514,"Apollo flies, and Daphne holds the chase;"
1514,The dove pursues the griffin; the mild hind
1514,"Makes speed to catch the tiger,--bootless speed,"
1514,When cowardice pursues and valour flies.
1514,
1514,DEMETRIUS
1514,I will not stay thy questions; let me go:
1514,"Or, if thou follow me, do not believe"
1514,But I shall do thee mischief in the wood.
1514,
1514,HELENA
1514,"Ay, in the temple, in the town, the field,"
1514,"You do me mischief. Fie, Demetrius!"
1514,Your wrongs do set a scandal on my sex:
1514,We cannot fight for love as men may do:
1514,"We should be woo'd, and were not made to woo."
1514,"I'll follow thee, and make a heaven of hell,"
1514,To die upon the hand I love so well.
1514,
1514,[Exeunt DEMETRIUS and HELENA.]
1514,
1514,OBERON
1514,"Fare thee well, nymph: ere he do leave this grove,"
1514,"Thou shalt fly him, and he shall seek thy love.--"
1514,
1514,[Re-enter PUCK.]
1514,
1514,"Hast thou the flower there? Welcome, wanderer."
1514,
1514,PUCK
1514,"Ay, there it is."
1514,
1514,OBERON
1514,                 I pray thee give it me.
1514,"I know a bank whereon the wild thyme blows,"
1514,Where ox-lips and the nodding violet grows;
1514,"Quite over-canopied with luscious woodbine,"
1514,"With sweet musk-roses, and with eglantine:"
1514,"There sleeps Titania sometime of the night,"
1514,Lulled in these flowers with dances and delight;
1514,"And there the snake throws her enamell'd skin,"
1514,Weed wide enough to wrap a fairy in:
1514,"And with the juice of this I'll streak her eyes,"
1514,And make her full of hateful fantasies.
1514,"Take thou some of it, and seek through this grove:"
1514,A sweet Athenian lady is in love
1514,With a disdainful youth: anoint his eyes;
1514,But do it when the next thing he espies
1514,May be the lady: thou shalt know the man
1514,By the Athenian garments he hath on.
1514,"Effect it with some care, that he may prove"
1514,More fond on her than she upon her love:
1514,And look thou meet me ere the first cock crow.
1514,
1514,PUCK
1514,"Fear not, my lord; your servant shall do so."
1514,
1514,[Exeunt.]
1514,
1514,
1514,
1514,SCENE II. Another part of the wood.
1514,
1514,"[Enter TITANIA, with her Train.]"
1514,
1514,TITANIA
1514,"Come, now a roundel and a fairy song;"
1514,"Then, for the third part of a minute, hence;"
1514,Some to kill cankers in the musk-rose buds;
1514,"Some war with rere-mice for their leathern wings,"
1514,To make my small elves coats; and some keep back
1514,"The clamorous owl, that nightly hoots and wonders"
1514,At our quaint spirits. Sing me now asleep;
1514,"Then to your offices, and let me rest."
1514,
1514,      SONG.
1514,        I.
1514,FIRST FAIRY
1514,"   You spotted snakes, with double tongue,"
1514,"     Thorny hedgehogs, be not seen;"
1514,   Newts and blind-worms do no wrong;
1514,     Come not near our fairy queen:
1514,
1514,     CHORUS.
1514,"   Philomel, with melody,"
1514,   Sing in our sweet lullaby:
1514,"Lulla, lulla, lullaby; lulla, lulla, lullaby:"
1514,"   Never harm, nor spell, nor charm,"
1514,   Come our lovely lady nigh;
1514,"   So good-night, with lullaby."
1514,
1514,        II.
1514,SECOND FAIRY
1514,"   Weaving spiders, come not here;"
1514,"     Hence, you long-legg'd spinners, hence;"
1514,"   Beetles black, approach not near;"
1514,     Worm nor snail do no offence.
1514,
1514,    CHORUS
1514,"Philomel with melody, &c."
1514,
1514,
1514,FIRST FAIRY
1514,Hence away; now all is well.
1514,"One, aloof, stand sentinel."
1514,
1514,[Exeunt Fairies. TITANIA sleeps.]
1514,
1514,[Enter OBERON.]
1514,
1514,OBERON
1514,"What thou seest when thou dost wake,"
1514,[Squeezes the flower on TITANIA'S eyelids.]
1514,Do it for thy true-love take;
1514,Love and languish for his sake;
1514,"Be it ounce, or cat, or bear,"
1514,"Pard, or boar with bristled hair,"
1514,In thy eye that shall appear
1514,"When thou wak'st, it is thy dear;"
1514,Wake when some vile thing is near.
1514,
1514,[Exit.]
1514,
1514,[Enter LYSANDER and HERMIA.]
1514,
1514,LYSANDER
1514,"Fair love, you faint with wandering in the wood;"
1514,"  And, to speak troth, I have forgot our way;"
1514,"We'll rest us, Hermia, if you think it good,"
1514,  And tarry for the comfort of the day.
1514,
1514,HERMIA
1514,"Be it so, Lysander: find you out a bed,"
1514,For I upon this bank will rest my head.
1514,
1514,LYSANDER
1514,One turf shall serve as pillow for us both;
1514,"One heart, one bed, two bosoms, and one troth."
1514,
1514,HERMIA
1514,"Nay, good Lysander; for my sake, my dear,"
1514,"Lie farther off yet, do not lie so near."
1514,
1514,LYSANDER
1514,"O, take the sense, sweet, of my innocence;"
1514,Love takes the meaning in love's conference.
1514,I mean that my heart unto yours is knit;
1514,So that but one heart we can make of it:
1514,Two bosoms interchained with an oath;
1514,So then two bosoms and a single troth.
1514,Then by your side no bed-room me deny;
1514,"For lying so, Hermia, I do not lie."
1514,
1514,HERMIA
1514,Lysander riddles very prettily:--
1514,Now much beshrew my manners and my pride
1514,If Hermia meant to say Lysander lied!
1514,"But, gentle friend, for love and courtesy"
1514,"Lie further off; in human modesty,"
1514,Such separation as may well be said
1514,Becomes a virtuous bachelor and a maid:
1514,"So far be distant; and good night, sweet friend:"
1514,Thy love ne'er alter till thy sweet life end!
1514,
1514,LYSANDER
1514,"Amen, amen, to that fair prayer say I;"
1514,And then end life when I end loyalty!
1514,Here is my bed: Sleep give thee all his rest!
1514,
1514,HERMIA
1514,With half that wish the wisher's eyes be pressed!
1514,
1514,[They sleep.]
1514,
1514,[Enter PUCK.]
1514,
1514,PUCK
1514,"  Through the forest have I gone,"
1514,"  But Athenian found I none,"
1514,  On whose eyes I might approve
1514,  This flower's force in stirring love.
1514,  Night and silence! Who is here?
1514,  Weeds of Athens he doth wear:
1514,"  This is he, my master said,"
1514,  Despised the Athenian maid;
1514,"  And here the maiden, sleeping sound,"
1514,  On the dank and dirty ground.
1514,  Pretty soul! she durst not lie
1514,"  Near this lack-love, this kill-courtesy."
1514,"  Churl, upon thy eyes I throw"
1514,  All the power this charm doth owe;
1514,  When thou wak'st let love forbid
1514,  Sleep his seat on thy eyelid:
1514,  So awake when I am gone;
1514,  For I must now to Oberon.
1514,
1514,[Exit.]
1514,
1514,"[Enter DEMETRIUS and HELENA, running.]"
1514,
1514,HELENA
1514,"Stay, though thou kill me, sweet Demetrius."
1514,
1514,DEMETRIUS
1514,"I charge thee, hence, and do not haunt me thus."
1514,
1514,HELENA
1514,"O, wilt thou darkling leave me? do not so."
1514,
1514,DEMETRIUS.
1514,Stay on thy peril; I alone will go.
1514,
1514,[Exit DEMETRIUS.]
1514,
1514,HELENA
1514,"O, I am out of breath in this fond chase!"
1514,"The more my prayer, the lesser is my grace."
1514,"Happy is Hermia, wheresoe'er she lies,"
1514,For she hath blessed and attractive eyes.
1514,How came her eyes so bright? Not with salt tears:
1514,"If so, my eyes are oftener wash'd than hers."
1514,"No, no, I am as ugly as a bear;"
1514,For beasts that meet me run away for fear:
1514,Therefore no marvel though Demetrius
1514,"Do, as a monster, fly my presence thus."
1514,What wicked and dissembling glass of mine
1514,Made me compare with Hermia's sphery eyne?--
1514,But who is here?--Lysander! on the ground!
1514,"Dead? or asleep? I see no blood, no wound."
1514,"Lysander, if you live, good sir, awake."
1514,
1514,LYSANDER
1514,[Waking.]
1514,And run through fire I will for thy sweet sake.
1514,"Transparent Helena! Nature shows art,"
1514,That through thy bosom makes me see thy heart.
1514,"Where is Demetrius? O, how fit a word"
1514,Is that vile name to perish on my sword!
1514,
1514,HELENA
1514,"Do not say so, Lysander; say not so:"
1514,"What though he love your Hermia? Lord, what though?"
1514,Yet Hermia still loves you: then be content.
1514,
1514,LYSANDER.
1514,Content with Hermia? No: I do repent
1514,The tedious minutes I with her have spent.
1514,Not Hermia but Helena I love:
1514,Who will not change a raven for a dove?
1514,The will of man is by his reason sway'd;
1514,And reason says you are the worthier maid.
1514,Things growing are not ripe until their season;
1514,"So I, being young, till now ripe not to reason;"
1514,"And touching now the point of human skill,"
1514,"Reason becomes the marshal to my will,"
1514,"And leads me to your eyes, where I o'erlook"
1514,"Love's stories, written in love's richest book."
1514,
1514,HELENA
1514,Wherefore was I to this keen mockery born?
1514,When at your hands did I deserve this scorn?
1514,"Is't not enough, is't not enough, young man,"
1514,"That I did never, no, nor never can"
1514,"Deserve a sweet look from Demetrius' eye,"
1514,But you must flout my insufficiency?
1514,"Good troth, you do me wrong,--good sooth, you do--"
1514,In such disdainful manner me to woo.
1514,"But fare you well: perforce I must confess,"
1514,I thought you lord of more true gentleness.
1514,"O, that a lady of one man refus'd"
1514,Should of another therefore be abus'd!
1514,
1514,[Exit.]
1514,
1514,LYSANDER
1514,"She sees not Hermia:--Hermia, sleep thou there;"
1514,And never mayst thou come Lysander near!
1514,"For, as a surfeit of the sweetest things"
1514,The deepest loathing to the stomach brings;
1514,"Or, as the heresies that men do leave"
1514,Are hated most of those they did deceive;
1514,"So thou, my surfeit and my heresy,"
1514,"Of all be hated, but the most of me!"
1514,"And, all my powers, address your love and might"
1514,"To honour Helen, and to be her knight!"
1514,
1514,[Exit.]
1514,
1514,HERMIA
1514,[Starting.]
1514,"Help me, Lysander, help me! do thy best"
1514,To pluck this crawling serpent from my breast!
1514,"Ay me, for pity!--What a dream was here!"
1514,"Lysander, look how I do quake with fear!"
1514,"Methought a serpent eat my heart away,"
1514,And you sat smiling at his cruel prey.--
1514,"Lysander! what, removed? Lysander! lord!"
1514,"What, out of hearing? gone? no sound, no word?"
1514,"Alack, where are you? speak, an if you hear;"
1514,"Speak, of all loves! I swoon almost with fear."
1514,No?--then I well perceive you are not nigh:
1514,Either death or you I'll find immediately.
1514,
1514,[Exit.]
1514,
1514,
1514,ACT III.
1514,
1514,SCENE I. The Wood. The Queen of Fairies lying asleep.
1514,
1514,"[Enter QUINCE, SNUG, BOTTOM, FLUTE, SNOUT, and STARVELING.]"
1514,
1514,BOTTOM
1514,Are we all met?
1514,
1514,QUINCE
1514,"Pat, pat; and here's a marvellous convenient place for our"
1514,"rehearsal. This green plot shall be our stage, this hawthorn"
1514,"brake our tiring-house; and we will do it in action, as we will"
1514,do it before the duke.
1514,
1514,BOTTOM
1514,"Peter Quince,--"
1514,
1514,QUINCE
1514,"What sayest thou, bully Bottom?"
1514,
1514,BOTTOM
1514,There are things in this comedy of 'Pyramus and Thisby' that
1514,"will never please. First, Pyramus must draw a sword to kill"
1514,himself; which the ladies cannot abide. How answer you that?
1514,
1514,SNOUT
1514,"By'r lakin, a parlous fear."
1514,
1514,STARVELING
1514,"I believe we must leave the killing out, when all is done."
1514,
1514,BOTTOM
1514,Not a whit: I have a device to make all well. Write me a
1514,prologue; and let the prologue seem to say we will do no harm
1514,"with our swords, and that Pyramus is not killed indeed; and for"
1514,"the more better assurance, tell them that I Pyramus am not"
1514,Pyramus but Bottom the weaver: this will put them out of fear.
1514,
1514,QUINCE
1514,"Well, we will have such a prologue; and it shall be"
1514,written in eight and six.
1514,
1514,BOTTOM
1514,"No, make it two more; let it be written in eight and eight."
1514,
1514,SNOUT
1514,Will not the ladies be afeard of the lion?
1514,
1514,STARVELING
1514,"I fear it, I promise you."
1514,
1514,BOTTOM
1514,"Masters, you ought to consider with yourselves: to bring in,"
1514,God shield us! a lion among ladies is a most dreadful thing:
1514,for there is not a more fearful wild-fowl than your lion living;
1514,and we ought to look to it.
1514,
1514,SNOUT
1514,Therefore another prologue must tell he is not a lion.
1514,
1514,BOTTOM
1514,"Nay, you must name his name, and half his face must be seen"
1514,"through the lion's neck; and he himself must speak through,"
1514,"saying thus, or to the same defect,--'Ladies,' or, 'Fair ladies, I"
1514,"would wish you, or, I would request you, or, I would entreat you,"
1514,"not to fear, not to tremble: my life for yours. If you think I"
1514,"come hither as a lion, it were pity of my life. No, I am no such"
1514,"thing; I am a man as other men are:'--and there, indeed, let him"
1514,"name his name, and tell them plainly he is Snug the joiner."
1514,
1514,QUINCE
1514,"Well, it shall be so. But there is two hard things; that"
1514,"is, to bring the moonlight into a chamber: for, you know,"
1514,Pyramus and Thisbe meet by moonlight.
1514,
1514,SNOUT
1514,Doth the moon shine that night we play our play?
1514,
1514,BOTTOM
1514,"A calendar, a calendar! look in the almanack; find out"
1514,"moonshine, find out moonshine."
1514,
1514,QUINCE
1514,"Yes, it doth shine that night."
1514,
1514,BOTTOM
1514,"Why, then may you leave a casement of the great chamber-window,"
1514,"where we play, open; and the moon may shine in at the casement."
1514,
1514,QUINCE
1514,Ay; or else one must come in with a bush of thorns and a
1514,"lantern, and say he comes to disfigure or to present the person"
1514,of moonshine. Then there is another thing: we must have a
1514,"wall in the great chamber; for Pyramus and Thisby, says the"
1514,"story, did talk through the chink of a wall."
1514,
1514,SNOUT
1514,"You can never bring in a wall.--What say you, Bottom?"
1514,
1514,BOTTOM
1514,Some man or other must present wall: and let him have
1514,"some plaster, or some loam, or some rough-cast about him, to"
1514,"signify wall; and let him hold his fingers thus, and through that"
1514,cranny shall Pyramus and Thisby whisper.
1514,
1514,QUINCE
1514,"If that may be, then all is well. Come, sit down, every"
1514,"mother's son, and rehearse your parts. Pyramus, you begin:"
1514,"when you have spoken your speech, enter into that brake; and so"
1514,every one according to his cue.
1514,
1514,[Enter PUCK behind.]
1514,
1514,PUCK
1514,"What hempen homespuns have we swaggering here,"
1514,So near the cradle of the fairy queen?
1514,"What, a play toward! I'll be an auditor;"
1514,"An actor too perhaps, if I see cause."
1514,
1514,QUINCE
1514,"Speak, Pyramus.--Thisby, stand forth."
1514,
1514,PYRAMUS
1514,"  'Thisby, the flowers of odious savours sweet,'"
1514,
1514,QUINCE
1514,"Odours, odours."
1514,
1514,PYRAMUS
1514,  '--odours savours sweet:
1514,"  So hath thy breath, my dearest Thisby dear.--"
1514,"But hark, a voice! stay thou but here awhile,"
1514,  And by and by I will to thee appear.'
1514,
1514,[Exit.]
1514,
1514,PUCK
1514,A stranger Pyramus than e'er played here!
1514,
1514,[Aside.--Exit.]
1514,
1514,THISBE
1514,Must I speak now?
1514,
1514,QUINCE
1514,"Ay, marry, must you: for you must understand he goes"
1514,"but to see a noise that he heard, and is to come again."
1514,
1514,THISBE
1514,"  'Most radiant Pyramus, most lily white of hue,"
1514,"  Of colour like the red rose on triumphant brier,"
1514,"Most brisky juvenal, and eke most lovely Jew,"
1514,"  As true as truest horse, that would never tire,"
1514,"I'll meet thee, Pyramus, at Ninny's tomb.'"
1514,
1514,QUINCE
1514,"Ninus' tomb, man: why, you must not speak that yet:"
1514,"that you answer to Pyramus. You speak all your part at once,"
1514,"cues, and all.--Pyramus enter: your cue is past; it is 'never"
1514,tire.'
1514,
1514,"[Re-enter PUCK, and BOTTOM with an ass's head.]"
1514,
1514,THISBE
1514,"O,'--As true as truest horse, that yet would never tire.'"
1514,
1514,PYRAMUS
1514,"'If I were fair, Thisby, I were only thine:--'"
1514,
1514,QUINCE
1514,"O monstrous! O strange! we are haunted. Pray, masters!"
1514,"fly, masters! Help!"
1514,
1514,[Exeunt Clowns.]
1514,
1514,PUCK
1514,"I'll follow you; I'll lead you about a round,"
1514,"  Through bog, through bush, through brake, through brier;"
1514,"Sometime a horse I'll be, sometime a hound,"
1514,"  A hog, a headless bear, sometime a fire;"
1514,"And neigh, and bark, and grunt, and roar, and burn,"
1514,"Like horse, hound, hog, bear, fire, at every turn."
1514,
1514,[Exit.]
1514,
1514,BOTTOM
1514,Why do they run away? This is a knavery of them to make
1514,me afeard.
1514,
1514,[Re-enter SNOUT.]
1514,
1514,SNOUT
1514,"O Bottom, thou art changed! What do I see on thee?"
1514,
1514,BOTTOM
1514,"What do you see? you see an ass-head of your own, do you?"
1514,
1514,[Re-enter QUINCE.]
1514,
1514,QUINCE
1514,"Bless thee, Bottom! bless thee! thou art translated."
1514,
1514,[Exit.]
1514,
1514,BOTTOM
1514,I see their knavery: this is to make an ass of me; to
1514,"fright me, if they could. But I will not stir from this"
1514,"place, do what they can: I will walk up and down here,"
1514,"and I will sing, that they shall hear I am not afraid."
1514,
1514,[Sings.]
1514,
1514,"   The ousel cock, so black of hue,"
1514,"     With orange-tawny bill,"
1514,"   The throstle with his note so true,"
1514,     The wren with little quill.
1514,
1514,TITANIA
1514,[Waking.]
1514,What angel wakes me from my flowery bed?
1514,
1514,BOTTOM
1514,[Sings.]
1514,"   The finch, the sparrow, and the lark,"
1514,"     The plain-song cuckoo gray,"
1514,"   Whose note full many a man doth mark,"
1514,     And dares not answer nay;--
1514,"for, indeed, who would set his wit to so foolish a bird?"
1514,"Who would give a bird the lie, though he cry 'cuckoo' never so?"
1514,
1514,TITANIA
1514,"I pray thee, gentle mortal, sing again;"
1514,Mine ear is much enamour'd of thy note.
1514,So is mine eye enthralled to thy shape;
1514,"And thy fair virtue's force perforce doth move me,"
1514,"On the first view, to say, to swear, I love thee."
1514,
1514,BOTTOM
1514,"Methinks, mistress, you should have little reason for"
1514,"that: and yet, to say the truth, reason and love keep little"
1514,company together now-a-days: the more the pity that some honest
1514,"neighbours will not make them friends. Nay, I can gleek upon"
1514,occasion.
1514,
1514,TITANIA
1514,Thou art as wise as thou art beautiful.
1514,
1514,BOTTOM
1514,"Not so, neither: but if I had wit enough to get out of"
1514,"this wood, I have enough to serve mine own turn."
1514,
1514,TITANIA
1514,Out of this wood do not desire to go;
1514,Thou shalt remain here whether thou wilt or no.
1514,"I am a spirit of no common rate,--"
1514,The summer still doth tend upon my state;
1514,"And I do love thee: therefore, go with me,"
1514,I'll give thee fairies to attend on thee;
1514,"And they shall fetch thee jewels from the deep,"
1514,"And sing, while thou on pressed flowers dost sleep:"
1514,And I will purge thy mortal grossness so
1514,That thou shalt like an airy spirit go.--
1514,Peasblossom! Cobweb! Moth! and Mustardseed!
1514,
1514,[Enter Four Fairies.]
1514,
1514,FIRST FAIRY
1514,Ready.
1514,
1514,SECOND FAIRY
1514,     And I.
1514,
1514,THIRD FAIRY
1514,          And I.
1514,
1514,FOURTH FAIRY
1514,               Where shall we go?
1514,
1514,TITANIA
1514,Be kind and courteous to this gentleman;
1514,Hop in his walks and gambol in his eyes;
1514,"Feed him with apricocks and dewberries,"
1514,"With purple grapes, green figs, and mulberries;"
1514,"The honey bags steal from the humble-bees,"
1514,"And, for night-tapers, crop their waxen thighs,"
1514,"And light them at the fiery glow-worm's eyes,"
1514,To have my love to bed and to arise;
1514,"And pluck the wings from painted butterflies,"
1514,To fan the moonbeams from his sleeping eyes:
1514,"Nod to him, elves, and do him courtesies."
1514,
1514,FIRST FAIRY
1514,"Hail, mortal!"
1514,
1514,SECOND FAIRY
1514,Hail!
1514,
1514,THIRD FAIRY
1514,Hail!
1514,
1514,FOURTH FAIRY
1514,Hail!
1514,
1514,BOTTOM
1514,"I cry your worships mercy, heartily.--I beseech your"
1514,worship's name.
1514,
1514,COBWEB
1514,Cobweb.
1514,
1514,BOTTOM
1514,"I shall desire you of more acquaintance, good Master Cobweb. If I"
1514,"cut my finger, I shall make bold with you.--Your name, honest"
1514,gentleman?
1514,
1514,PEASBLOSSOM
1514,Peasblossom.
1514,
1514,BOTTOM
1514,"I pray you, commend me to Mistress Squash, your mother, and"
1514,"to Master Peascod, your father. Good Master Peasblossom, I"
1514,"shall desire you of more acquaintance too.--Your name, I beseech"
1514,"you, sir?"
1514,
1514,MUSTARDSEED
1514,Mustardseed.
1514,
1514,BOTTOM
1514,"Good Master Mustardseed, I know your patience well:"
1514,That same cowardly giant-like ox-beef hath devoured many a
1514,gentleman of your house: I promise you your kindred hath made my
1514,"eyes water ere now. I desire you of more acquaintance, good"
1514,Master Mustardseed.
1514,
1514,TITANIA
1514,"  Come, wait upon him; lead him to my bower."
1514,"  The moon, methinks, looks with a watery eye;"
1514,"And when she weeps, weeps every little flower;"
1514,  Lamenting some enforc&egrave;d chastity.
1514,"  Tie up my love's tongue, bring him silently."
1514,
1514,[Exeunt.]
1514,
1514,
1514,
1514,SCENE II. Another part of the wood.
1514,
1514,[Enter OBERON.]
1514,
1514,OBERON
1514,I wonder if Titania be awak'd;
1514,"Then, what it was that next came in her eye,"
1514,Which she must dote on in extremity.
1514,
1514,[Enter PUCK.]
1514,
1514,"Here comes my messenger.--How now, mad spirit?"
1514,What night-rule now about this haunted grove?
1514,
1514,PUCK
1514,My mistress with a monster is in love.
1514,"Near to her close and consecrated bower,"
1514,"While she was in her dull and sleeping hour,"
1514,"A crew of patches, rude mechanicals,"
1514,"That work for bread upon Athenian stalls,"
1514,Were met together to rehearse a play
1514,Intended for great Theseus' nuptial day.
1514,The shallowest thickskin of that barren sort
1514,"Who Pyramus presented in their sport,"
1514,Forsook his scene and enter'd in a brake;
1514,"When I did him at this advantage take,"
1514,An ass's nowl I fix&egrave;d on his head;
1514,"Anon, his Thisbe must be answered,"
1514,"And forth my mimic comes. When they him spy,"
1514,"As wild geese that the creeping fowler eye,"
1514,"Or russet-pated choughs, many in sort,"
1514,"Rising and cawing at the gun's report,"
1514,"Sever themselves and madly sweep the sky,"
1514,So at his sight away his fellows fly:
1514,"And at our stamp here, o'er and o'er one falls;"
1514,"He murder cries, and help from Athens calls."
1514,"Their sense thus weak, lost with their fears, thus strong,"
1514,Made senseless things begin to do them wrong;
1514,For briers and thorns at their apparel snatch;
1514,"Some sleeves, some hats: from yielders all things catch."
1514,"I led them on in this distracted fear,"
1514,And left sweet Pyramus translated there:
1514,"When in that moment,--so it came to pass,--"
1514,"Titania wak'd, and straightway lov'd an ass."
1514,
1514,OBERON
1514,This falls out better than I could devise.
1514,But hast thou yet latch'd the Athenian's eyes
1514,"With the love-juice, as I did bid thee do?"
1514,
1514,PUCK
1514,"I took him sleeping,--that is finish'd too,--"
1514,And the Athenian woman by his side;
1514,"That, when he wak'd, of force she must be ey'd."
1514,
1514,[Enter DEMETRIUS and HERMIA.]
1514,
1514,OBERON
1514,Stand close; this is the same Athenian.
1514,
1514,PUCK
1514,"This is the woman, but not this the man."
1514,
1514,DEMETRIUS
1514,"O, why rebuke you him that loves you so?"
1514,Lay breath so bitter on your bitter foe.
1514,
1514,HERMIA
1514,"Now I but chide, but I should use thee worse;"
1514,"For thou, I fear, hast given me cause to curse."
1514,"If thou hast slain Lysander in his sleep,"
1514,"Being o'er shoes in blood, plunge in the deep,"
1514,And kill me too.
1514,The sun was not so true unto the day
1514,As he to me: would he have stol'n away
1514,From sleeping Hermia? I'll believe as soon
1514,This whole earth may be bor'd; and that the moon
1514,May through the centre creep and so displease
1514,Her brother's noontide with the antipodes.
1514,It cannot be but thou hast murder'd him;
1514,"So should a murderer look; so dead, so grim."
1514,
1514,DEMETRIUS
1514,"So should the murder'd look; and so should I,"
1514,Pierc'd through the heart with your stern cruelty:
1514,"Yet you, the murderer, look as bright, as clear,"
1514,As yonder Venus in her glimmering sphere.
1514,
1514,HERMIA
1514,What's this to my Lysander? where is he?
1514,"Ah, good Demetrius, wilt thou give him me?"
1514,
1514,DEMETRIUS
1514,I had rather give his carcass to my hounds.
1514,
1514,HERMIA
1514,"Out, dog! out, cur! thou driv'st me past the bounds"
1514,"Of maiden's patience. Hast thou slain him, then?"
1514,Henceforth be never number'd among men!
1514,"Oh! once tell true; tell true, even for my sake;"
1514,"Durst thou have look'd upon him, being awake,"
1514,And hast thou kill'd him sleeping? O brave touch!
1514,"Could not a worm, an adder, do so much?"
1514,An adder did it; for with doubler tongue
1514,"Than thine, thou serpent, never adder stung."
1514,
1514,DEMETRIUS
1514,You spend your passion on a mispris'd mood:
1514,I am not guilty of Lysander's blood;
1514,"Nor is he dead, for aught that I can tell."
1514,
1514,HERMIA
1514,"I pray thee, tell me, then, that he is well."
1514,
1514,DEMETRIUS
1514,"An if I could, what should I get therefore?"
1514,
1514,HERMIA
1514,A privilege never to see me more.--
1514,And from thy hated presence part I so:
1514,See me no more whether he be dead or no.
1514,
1514,[Exit.]
1514,
1514,DEMETRIUS
1514,There is no following her in this fierce vein:
1514,"Here, therefore, for a while I will remain."
1514,So sorrow's heaviness doth heavier grow
1514,For debt that bankrupt sleep doth sorrow owe;
1514,"Which now in some slight measure it will pay,"
1514,If for his tender here I make some stay.
1514,
1514,[Lies down.]
1514,
1514,OBERON
1514,"What hast thou done? thou hast mistaken quite,"
1514,And laid the love-juice on some true-love's sight:
1514,Of thy misprision must perforce ensue
1514,"Some true love turn'd, and not a false turn'd true."
1514,
1514,PUCK
1514,"Then fate o'er-rules, that, one man holding troth,"
1514,"A million fail, confounding oath on oath."
1514,
1514,OBERON
1514,"About the wood go, swifter than the wind,"
1514,And Helena of Athens look thou find:
1514,"All fancy-sick she is, and pale of cheer,"
1514,"With sighs of love, that costs the fresh blood dear."
1514,By some illusion see thou bring her here;
1514,I'll charm his eyes against she do appear.
1514,
1514,PUCK
1514,"I go, I go; look how I go,--"
1514,Swifter than arrow from the Tartar's bow.
1514,
1514,[Exit.]
1514,
1514,OBERON
1514,"  Flower of this purple dye,"
1514,"  Hit with Cupid's archery,"
1514,  Sink in apple of his eye!
1514,"  When his love he doth espy,"
1514,  Let her shine as gloriously
1514,  As the Venus of the sky.--
1514,"  When thou wak'st, if she be by,"
1514,  Beg of her for remedy.
1514,
1514,[Re-enter PUCK.]
1514,
1514,PUCK
1514,"  Captain of our fairy band,"
1514,"  Helena is here at hand,"
1514,  And the youth mistook by me
1514,  Pleading for a lover's fee;
1514,  Shall we their fond pageant see?
1514,"  Lord, what fools these mortals be!"
1514,
1514,OBERON
1514,  Stand aside: the noise they make
1514,  Will cause Demetrius to awake.
1514,
1514,PUCK
1514,"  Then will two at once woo one,--"
1514,  That must needs be sport alone;
1514,  And those things do best please me
1514,  That befall preposterously.
1514,
1514,[Enter LYSANDER and HELENA.]
1514,
1514,LYSANDER
1514,Why should you think that I should woo in scorn?
1514,  Scorn and derision never come in tears.
1514,"Look when I vow, I weep; and vows so born,"
1514,  In their nativity all truth appears.
1514,"How can these things in me seem scorn to you,"
1514,"Bearing the badge of faith, to prove them true?"
1514,
1514,HELENA
1514,You do advance your cunning more and more.
1514,"  When truth kills truth, O devilish-holy fray!"
1514,These vows are Hermia's: will you give her o'er?
1514,"  Weigh oath with oath, and you will nothing weigh:"
1514,"Your vows to her and me, put in two scales,"
1514,Will even weigh; and both as light as tales.
1514,
1514,LYSANDER
1514,I had no judgment when to her I swore.
1514,
1514,HELENA
1514,"Nor none, in my mind, now you give her o'er."
1514,
1514,LYSANDER
1514,"Demetrius loves her, and he loves not you."
1514,
1514,DEMETRIUS
1514,[Awaking.]
1514,"O Helen, goddess, nymph, perfect, divine!"
1514,"To what, my love, shall I compare thine eyne?"
1514,"Crystal is muddy. O, how ripe in show"
1514,"Thy lips, those kissing cherries, tempting grow!"
